ICD9	ICD9.String	PheCode	Phenotype	ICD9Nodots
530.8	Other specified disorders of esophagus	530	Diseases of esophagus	5308
530.81	Esophageal reflux	530.11	GERD	53081
530.82	Esophageal hemorrhage	530.2	Esophageal bleeding (varices/hemorrhage)	53082
530.83	Esophageal leukoplakia	530	Diseases of esophagus	53083
530.84	Tracheoesophageal fistula	530	Diseases of esophagus	53084
530.85	Barrett's esophagus	530.13	Barrett's esophagus	53085
530.86	Infection of esophagostomy	080	Postoperative infection	53086
530.87	Mechanical complication of esophagostomy	1011	Complications of surgical and medical procedures	53087
530.89	Other specified disorders of esophagus	530	Diseases of esophagus	53089
530.9	Unspecified disorder of esophagus	530	Diseases of esophagus	5309
531	Gastric ulcer	531	Peptic ulcer (excl. esophageal)	531
531.0	Acute gastric ulcer with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5310
531.00	Acute gastric ulcer with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53100
531.01	Acute gastric ulcer with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53101
531.1	Acute gastric ulcer with perforation	531.2	Gastric ulcer	5311
531.10	Acute gastric ulcer with perforation, without mention of obstruction	531.2	Gastric ulcer	53110
531.11	Acute gastric ulcer with perforation, with obstruction	531.2	Gastric ulcer	53111
531.2	Acute gastric ulcer with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5312
531.20	Acute gastric ulcer with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53120
531.21	Acute gastric ulcer with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53121
531.3	Acute gastric ulcer without mention of hemorrhage or perforation	531.2	Gastric ulcer	5313
531.30	Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction	531.2	Gastric ulcer	53130
531.31	Acute gastric ulcer without mention of hemorrhage or perforation, with obstruction	531.2	Gastric ulcer	53131
531.4	Chronic or unspecified gastric ulcer with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5314
531.40	Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53140
531.41	Chronic or unspecified gastric ulcer with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53141
531.5	Chronic or unspecified gastric ulcer with perforation	531.2	Gastric ulcer	5315
531.50	Chronic or unspecified gastric ulcer with perforation, without mention of obstruction	531.2	Gastric ulcer	53150
531.51	Chronic or unspecified gastric ulcer with perforation, with obstruction	531.2	Gastric ulcer	53151
531.6	Chronic or unspecified gastric ulcer with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5316
531.60	Chronic or unspecified gastric ulcer with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53160
531.61	Chronic or unspecified gastric ulcer with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53161
531.7	Chronic gastric ulcer without mention of hemorrhage or perforation	531.2	Gastric ulcer	5317
531.70	Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction	531.2	Gastric ulcer	53170
531.71	Chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction	531.2	Gastric ulcer	53171
531.9	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation	531.2	Gastric ulcer	5319
531.90	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction	531.2	Gastric ulcer	53190
531.91	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction	531.2	Gastric ulcer	53191
532	Duodenal ulcer	531	Peptic ulcer (excl. esophageal)	532
532.0	Acute duodenal ulcer with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5320
532.00	Acute duodenal ulcer with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53200
532.01	Acute duodenal ulcer with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53201
532.1	Acute duodenal ulcer with perforation	531.3	Duodenal ulcer	5321
532.10	Acute duodenal ulcer with perforation, without mention of obstruction	531.3	Duodenal ulcer	53210
532.11	Acute duodenal ulcer with perforation, with obstruction	531.3	Duodenal ulcer	53211
532.2	Acute duodenal ulcer with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5322
532.20	Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53220
532.21	Acute duodenal ulcer with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53221
532.3	Acute duodenal ulcer without mention of hemorrhage or perforation	531.3	Duodenal ulcer	5323
532.30	Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction	531.3	Duodenal ulcer	53230
532.31	Acute duodenal ulcer without mention of hemorrhage or perforation, with obstruction	531.3	Duodenal ulcer	53231
532.4	Chronic or unspecified duodenal ulcer with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5324
532.40	Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53240
532.41	Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53241
532.5	Chronic or unspecified duodenal ulcer with perforation	531.3	Duodenal ulcer	5325
532.50	Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction	531.3	Duodenal ulcer	53250
532.51	Chronic or unspecified duodenal ulcer with perforation, with obstruction	531.3	Duodenal ulcer	53251
532.6	Chronic or unspecified duodenal ulcer with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5326
532.60	Chronic or unspecified duodenal ulcer with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53260
532.61	Chronic or unspecified duodenal ulcer with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53261
532.7	Chronic duodenal ulcer without mention of hemorrhage or perforation	531.3	Duodenal ulcer	5327
532.70	Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction	531.3	Duodenal ulcer	53270
532.71	Chronic duodenal ulcer without mention of hemorrhage or perforation, with obstruction	531.3	Duodenal ulcer	53271
532.9	Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation	531.3	Duodenal ulcer	5329
532.90	Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction	531.3	Duodenal ulcer	53290
532.91	Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction	531.3	Duodenal ulcer	53291
533	Peptic ulcer, site unspecified	531	Peptic ulcer (excl. esophageal)	533
533.0	Acute peptic ulcer of unspecified site with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5330
533.00	Acute peptic ulcer of unspecified site with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53300
533.01	Acute peptic ulcer of unspecified site with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53301
533.1	Acute peptic ulcer of unspecified site with perforation	531.4	Peptic ulcer, site unspecified	5331
533.10	Acute peptic ulcer of unspecified site with perforation, without mention of obstruction	531.4	Peptic ulcer, site unspecified	53310
533.11	Acute peptic ulcer of unspecified site with perforation, with obstruction	531.4	Peptic ulcer, site unspecified	53311
533.2	Acute peptic ulcer of unspecified site with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5332
533.20	Acute peptic ulcer of unspecified site with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53320
533.21	Acute peptic ulcer of unspecified site with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53321
533.3	Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation	531.4	Peptic ulcer, site unspecified	5333
533.30	Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, without mention of obstruction	531.4	Peptic ulcer, site unspecified	53330
533.31	Acute peptic ulcer of unspecified site without mention of hemorrhage and perforation, with obstruction	531.4	Peptic ulcer, site unspecified	53331
533.4	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5334
533.40	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53340
533.41	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53341
533.5	Chronic or unspecified peptic ulcer of unspecified site with perforation	531.4	Peptic ulcer, site unspecified	5335
533.50	Chronic or unspecified peptic ulcer of unspecified site with perforation, without mention of obstruction	531.4	Peptic ulcer, site unspecified	53350
533.51	Chronic or unspecified peptic ulcer of unspecified site with perforation, with obstruction	531.4	Peptic ulcer, site unspecified	53351
533.6	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5336
533.60	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53360
533.61	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53361
533.7	Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation	531.4	Peptic ulcer, site unspecified	5337
533.70	Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction	531.4	Peptic ulcer, site unspecified	53370
533.71	Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, with obstruction	531.4	Peptic ulcer, site unspecified	53371
533.9	Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation	531.4	Peptic ulcer, site unspecified	5339
533.90	Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction	531.4	Peptic ulcer, site unspecified	53390
533.91	Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction	531.4	Peptic ulcer, site unspecified	53391
534	Gastrojejunal ulcer	531	Peptic ulcer (excl. esophageal)	534
534.0	Acute gastrojejunal ulcer with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5340
534.00	Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53400
534.01	Acute gastrojejunal ulcer, with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53401
534.1	Acute gastrojejunal ulcer with perforation	531.5	Gastrojejunal ulcer	5341
534.10	Acute gastrojejunal ulcer with perforation, without mention of obstruction	531.5	Gastrojejunal ulcer	53410
534.11	Acute gastrojejunal ulcer with perforation, with obstruction	531.5	Gastrojejunal ulcer	53411
534.2	Acute gastrojejunal ulcer with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5342
534.20	Acute gastrojejunal ulcer with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53420
534.21	Acute gastrojejunal ulcer with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53421
534.3	Acute gastrojejunal ulcer without mention of hemorrhage or perforation	531.5	Gastrojejunal ulcer	5343
534.30	Acute gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction	531.5	Gastrojejunal ulcer	53430
534.31	Acute gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction	531.5	Gastrojejunal ulcer	53431
534.4	Chronic or unspecified gastrojejunal ulcer with hemorrhage	531.1	Hemorrhage from gastrointestinal ulcer	5344
534.40	Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53440
534.41	Chronic or unspecified gastrojejunal ulcer, with hemorrhage, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53441
534.5	Chronic or unspecified gastrojejunal ulcer with perforation	531.5	Gastrojejunal ulcer	5345
534.50	Chronic or unspecified gastrojejunal ulcer with perforation, without mention of obstruction	531.5	Gastrojejunal ulcer	53450
534.51	Chronic or unspecified gastrojejunal ulcer with perforation, with obstruction	531.5	Gastrojejunal ulcer	53451
534.6	Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation	531.1	Hemorrhage from gastrointestinal ulcer	5346
534.60	Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation, without mention of obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53460
534.61	Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation, with obstruction	531.1	Hemorrhage from gastrointestinal ulcer	53461
534.7	Chronic gastrojejunal ulcer without mention of hemorrhage or perforation	531.5	Gastrojejunal ulcer	5347
534.70	Chronic gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction	531.5	Gastrojejunal ulcer	53470
534.71	Chronic gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction	531.5	Gastrojejunal ulcer	53471
534.9	Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation	531.5	Gastrojejunal ulcer	5349
534.90	Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction	531.5	Gastrojejunal ulcer	53490
534.91	Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction	531.5	Gastrojejunal ulcer	53491
535	Gastritis and duodenitis	535	Gastritis and duodenitis	535
535.0	Acute gastritis	535.1	Acute gastritis	5350
535.00	Acute gastritis, without mention of hemorrhage	535.1	Acute gastritis	53500
535.01	Acute gastritis, with hemorrhage	535.1	Acute gastritis	53501
535.1	Atrophic gastritis	535.2	Atrophic gastritis	5351
535.10	Atrophic gastritis, without mention of hemorrhage	535.2	Atrophic gastritis	53510
535.11	Atrophic gastritis, with hemorrhage	535.2	Atrophic gastritis	53511
535.2	Gastric mucosal hypertrophy	535.8	Other specified gastritis	5352
535.20	Gastric mucosal hypertrophy, without mention of hemorrhage	535.8	Other specified gastritis	53520
535.21	Gastric mucosal hypertrophy, with hemorrhage	535.8	Other specified gastritis	53521
535.3	Alcoholic gastritis	317.1	Alcoholism	5353
535.30	Alcoholic gastritis, without mention of hemorrhage	317.1	Alcoholism	53530
535.31	Alcoholic gastritis, with hemorrhage	317.1	Alcoholism	53531
535.4	Other specified gastritis	535.8	Other specified gastritis	5354
535.40	Other specified gastritis, without mention of hemorrhage	535.8	Other specified gastritis	53540
535.41	Other specified gastritis, with hemorrhage	535.8	Other specified gastritis	53541
535.5	Unspecified gastritis and gastroduodenitis	535.9	Gastritis and duodenitis, NOS	5355
535.50	Unspecified gastritis and gastroduodenitis, without mention of hemorrhage	535.9	Gastritis and duodenitis, NOS	53550
535.51	Unspecified gastritis and gastroduodenitis, with hemorrhage	535.9	Gastritis and duodenitis, NOS	53551
535.6	Duodenitis	535.6	Duodenitis	5356
535.60	Duodenitis, without mention of hemorrhage	535.6	Duodenitis	53560
535.61	Duodenitis, with hemorrhage	535.6	Duodenitis	53561
535.7	Eosinophilic gastritis	535.8	Other specified gastritis	5357
535.70	Eosinophilic gastritis, without mention of hemorrhage	535.8	Other specified gastritis	53570
535.71	Eosinophilic gastritis, with hemorrhage	535.8	Other specified gastritis	53571
536	Disorders of function of stomach	536	Disorders of function of stomach	536
536.0	Achlorhydria	536	Disorders of function of stomach	5360
536.1	Acute dilatation of stomach	536	Disorders of function of stomach	5361
536.2	Persistent vomiting	789.1	Persistent vomiting	5362
536.3	Gastroparesis	536.3	Gastroparesis	5363
536.4	Gastrostomy complications	536.7	Complications of gastrostomy, colostomy and enterostomy	5364
536.40	Gastrostomy complication, unspecified	536.7	Complications of gastrostomy, colostomy and enterostomy	53640
536.41	Gastrostomy infection	080	Postoperative infection	53641
536.42	Mechanical complication of gastrostomy	536.7	Complications of gastrostomy, colostomy and enterostomy	53642
536.49	Other gastrostomy complications	536.7	Complications of gastrostomy, colostomy and enterostomy	53649
536.8	Dyspepsia and other specified disorders of function of stomach	536.8	Dyspepsia and other specified disorders of function of stomach	5368
536.9	Unspecified functional disorder of stomach	564	Functional digestive disorders	5369
537	Other disorders of stomach and duodenum	537	Other disorders of stomach and duodenum	537
537.0	Acquired hypertrophic pyloric stenosis	537	Other disorders of stomach and duodenum	5370
537.1	Gastric diverticulum	537	Other disorders of stomach and duodenum	5371
537.2	Chronic duodenal ileus	537	Other disorders of stomach and duodenum	5372
537.3	Other obstruction of duodenum	537	Other disorders of stomach and duodenum	5373
537.4	Fistula of stomach or duodenum	537	Other disorders of stomach and duodenum	5374
537.5	Gastroptosis	537	Other disorders of stomach and duodenum	5375
537.6	Hourglass stricture or stenosis of stomach	537	Other disorders of stomach and duodenum	5376
537.8	Other specified disorders of stomach and duodenum	537	Other disorders of stomach and duodenum	5378
537.81	Pylorospasm	537	Other disorders of stomach and duodenum	53781
537.82	Angiodysplasia of stomach and duodenum without mention of hemorrhage	537.1	Lesions of stomach and duodenum	53782
537.83	Angiodysplasia of stomach and duodenum with hemorrhage	537.1	Lesions of stomach and duodenum	53783
537.84	Dieulafoy lesion (hemorrhagic) of stomach and duodenum	537.1	Lesions of stomach and duodenum	53784
537.89	Other specified disorders of stomach and duodenum	537	Other disorders of stomach and duodenum	53789
537.9	Unspecified disorder of stomach and duodenum	537	Other disorders of stomach and duodenum	5379
538	Gastrointestinal mucositis (ulcerative)	537	Other disorders of stomach and duodenum	538
539.01	Infection due to gastric band procedure	539	Bariatric surgery	53901
539.09	Other complications of gastric band procedure	539	Bariatric surgery	53909
539.81	Infection due to other bariatric procedure	539	Bariatric surgery	53981
539.89	Other complications of other bariatric procedure	539	Bariatric surgery	53989
540	Acute appendicitis	540	Appendiceal conditions	540
540.0	Acute appendicitis with generalized peritonitis	540.11	Acute appendicitis	5400
540.1	Acute appendicitis with peritoneal abscess	540.11	Acute appendicitis	5401
540.9	Acute appendicitis without mention of peritonitis	540.11	Acute appendicitis	5409
541	Appendicitis unqualified	540.1	Appendicitis	541
541.0	Appendicitis unqualified **	540.1	Appendicitis	5410
542	Other appendicitis	540.1	Appendicitis	542
543	Other diseases of appendix	540	Appendiceal conditions	543
543.0	Hyperplasia of appendix (lymphoid)	540	Appendiceal conditions	5430
543.9	Other and unspecified diseases of appendix	540	Appendiceal conditions	5439
550	Inguinal hernia	550.1	Inguinal hernia	550
550.0	Inguinal hernia, with gangrene	550.1	Inguinal hernia	5500
550.00	Unilateral or unspecified inguinal hernia with gangrene (not specified as recurrent)	550.1	Inguinal hernia	55000
550.01	Recurrent unilateral or unspecified inguinal hernia, with gangrene	550.1	Inguinal hernia	55001
550.02	Bilateral inguinal hernia with gangrene (not specified as recurrent)	550.1	Inguinal hernia	55002
550.03	Recurrent bilateral inguinal hernia, with gangrene	550.1	Inguinal hernia	55003
550.1	Inguinal hernia, with obstruction, without mention of gangrene	550.1	Inguinal hernia	5501
550.10	Unilateral or unspecified inguinal hernia with obstruction, without mention of gangrene (not specified as recurrent)	550.1	Inguinal hernia	55010
550.11	Recurrent unilateral or unspecified inguinal hernia with obstruction, without mention of gangrene	550.1	Inguinal hernia	55011
550.12	Bilateral inguinal hernia with obstruction, without mention gangrene (not specified as recurrent)	550.1	Inguinal hernia	55012
550.13	Recurrent bilateral inguinal hernia, with obstruction, without mention of gangrene	550.1	Inguinal hernia	55013
550.9	Inguinal hernia, without mention of obstruction or gangrene	550.1	Inguinal hernia	5509
550.90	Unilateral or unspecified inguinal hernia, without mention of obstruction or gangrene (not specified as recurrent)	550.1	Inguinal hernia	55090
550.91	Recurrent unilateral or unspecified inguinal hernia, without mention of obstruction or gangrene	550.1	Inguinal hernia	55091
550.92	Bilateral inguinal hernia, without mention of obstruction or gangrene (not specified as recurrent)	550.1	Inguinal hernia	55092
550.93	Recurrent bilateral inguinal hernia, without mention of obstruction or gangrene	550.1	Inguinal hernia	55093
551	Other hernia of abdominal cavity, with gangrene	550	Abdominal hernia	551
551.0	Femoral hernia with gangrene	550.3	Femoral hernia	5510
551.00	Unilateral or unspecified femoral hernia with gangrene	550.3	Femoral hernia	55100
551.01	Recurrent unilateral or unspecified femoral hernia with gangrene	550.3	Femoral hernia	55101
551.02	Bilateral femoral hernia with gangrene	550.3	Femoral hernia	55102
551.03	Recurrent bilateral femoral hernia with gangrene	550.3	Femoral hernia	55103
551.1	Umbilical hernia with gangrene	550.4	Umbilical hernia	5511
551.2	Ventral hernia with gangrene	550.5	Ventral hernia	5512
551.20	Unspecified ventral hernia with gangrene	550.5	Ventral hernia	55120
551.21	Incisional hernia, with gangrene	550.6	Incisional hernia	55121
551.29	Other ventral hernia with gangrene	550.5	Ventral hernia	55129
551.3	Diaphragmatic hernia with gangrene	550.2	Diaphragmatic hernia	5513
551.8	Hernia of other specified sites, with gangrene	550	Abdominal hernia	5518
551.9	Hernia of unspecified site, with gangrene	550	Abdominal hernia	5519
552	Other hernia of abdominal cavity, with obstruction, but without mention of gangrene	550	Abdominal hernia	552
552.0	Femoral hernia with obstruction	550.3	Femoral hernia	5520
552.00	Unilateral or unspecified femoral hernia with obstruction	550.3	Femoral hernia	55200
552.01	Recurrent unilateral or unspecified femoral hernia with obstruction	550.3	Femoral hernia	55201
552.02	Bilateral femoral hernia with obstruction	550.3	Femoral hernia	55202
552.03	Recurrent bilateral femoral hernia with obstruction	550.3	Femoral hernia	55203
552.1	Umbilical hernia with obstruction	550.4	Umbilical hernia	5521
552.2	Ventral hernia with obstruction	550.5	Ventral hernia	5522
552.20	Unspecified ventral hernia with obstruction	550.5	Ventral hernia	55220
552.21	Incisional hernia with obstruction	550.6	Incisional hernia	55221
552.29	Other ventral hernia with obstruction	550.5	Ventral hernia	55229
552.3	Diaphragmatic hernia with obstruction	550.2	Diaphragmatic hernia	5523
552.8	Hernia of other specified sites, with obstruction	550	Abdominal hernia	5528
552.9	Hernia of unspecified site, with obstruction	550	Abdominal hernia	5529
553	Other hernia of abdominal cavity without mention of obstruction or gangrene	550	Abdominal hernia	553
553.0	Femoral hernia without mention of obstruction or gangrene	550.3	Femoral hernia	5530
553.00	Unilateral or unspecified femoral hernia without mention of obstruction of gangrene	550.3	Femoral hernia	55300
553.01	Recurrent unilateral or unspecified femoral hernia without mention of obstruction or gangrene	550.3	Femoral hernia	55301
553.02	Bilateral femoral hernia without mention of obstruction or gangrene	550.3	Femoral hernia	55302
553.03	Recurrent bilateral femoral hernia without mention of obstruction or gangrene	550.3	Femoral hernia	55303
553.1	Umbilical hernia without mention of obstruction or gangrene	550.4	Umbilical hernia	5531
553.2	Ventral hernia without mention of obstruction or gangrene	550.5	Ventral hernia	5532
553.20	Unspecified ventral hernia without mention of obstruction or gangrene	550.5	Ventral hernia	55320
553.21	Incisional hernia without mention of obstruction or gangrene	550.6	Incisional hernia	55321
553.29	Other ventral hernia without mention of obstruction or gangrene	550.5	Ventral hernia	55329
553.3	Diaphragmatic hernia without mention of obstruction or gangrene	550.2	Diaphragmatic hernia	5533
553.8	Hernia NEC	550	Abdominal hernia	5538
553.9	Hernia of unspecified site without mention of obstruction or gangrene	550	Abdominal hernia	5539
555	Regional enteritis	555	Inflammatory bowel disease and other gastroenteritis and colitis	555
555.0	Regional enteritis of small intestine	555.1	Regional enteritis	5550
555.1	Regional enteritis of large intestine	555.1	Regional enteritis	5551
555.2	Regional enteritis of small intestine with large intestine	555.1	Regional enteritis	5552
555.9	Regional enteritis of unspecified site	555.1	Regional enteritis	5559
556	Ulcerative colitis	555.2	Ulcerative colitis	556
556.0	Ulcerative (chronic) enterocolitis	555.21	Ulcerative colitis (chronic)	5560
556.1	Ulcerative (chronic) ileocolitis	555.21	Ulcerative colitis (chronic)	5561
556.2	Ulcerative (chronic) proctitis	555.21	Ulcerative colitis (chronic)	5562
556.3	Ulcerative (chronic) proctosigmoiditis	555.2	Ulcerative colitis	5563
556.4	Pseudopolyposis of colon	555.2	Ulcerative colitis	5564
556.5	Left-sided ulcerative (chronic) colitis	555.21	Ulcerative colitis (chronic)	5565
556.6	Universal ulcerative (chronic) colitis	555.21	Ulcerative colitis (chronic)	5566
556.8	Other ulcerative colitis	555.2	Ulcerative colitis	5568
556.9	Ulcerative colitis, unspecified	555.2	Ulcerative colitis	5569
557	Vascular insufficiency of intestine	441	Vascular insufficiency of intestine	557
557.0	Acute vascular insufficiency of intestine	441.1	Acute vascular insufficiency of intestine	5570
557.1	Chronic vascular insufficiency of intestine	441.2	Chronic vascular insufficiency of intestine	5571
557.9	Unspecified vascular insufficiency of intestine	441	Vascular insufficiency of intestine	5579
558	Other and unspecified noninfectious gastroenteritis and colitis	558	Noninfectious gastroenteritis	558
558.1	Gastroenteritis and colitis due to radiation	990	Effects radiation NOS	5581
558.2	Toxic gastroenteritis and colitis	569.1	Toxic gastroenteritis and colitis	5582
558.3	Allergic gastroenteritis and colitis	930	Allergic reaction to food	5583
558.4	Eosinophilic gastroenteritis and colitis	558	Noninfectious gastroenteritis	5584
558.41	Eosinophilic gastroenteritis	558	Noninfectious gastroenteritis	55841
558.42	Eosinophilic colitis	558	Noninfectious gastroenteritis	55842
558.9	Other and unspecified noninfectious gastroenteritis and colitis	558	Noninfectious gastroenteritis	5589
560	Intestinal obstruction without mention of hernia	560	Intestinal obstruction without mention of hernia	560
560.0	Intussusception	560.4	Other intestinal obstruction	5600
560.1	Paralytic ileus	560.1	Paralytic ileus	5601
560.2	Volvulus	560.4	Other intestinal obstruction	5602
560.3	Impaction of intestine	560.2	Impaction of intestine	5603
560.30	Impaction of intestine NOS	560.2	Impaction of intestine	56030
560.31	Gallstone ileus	560.4	Other intestinal obstruction	56031
560.32	Fecal impaction	560.2	Impaction of intestine	56032
560.39	Other impaction of intestine	560.2	Impaction of intestine	56039
560.8	Other specified intestinal obstruction	560.4	Other intestinal obstruction	5608
560.81	Intestinal or peritoneal adhesions with obstruction [postoperative] [postinfection]	560.3	Peritoneal or intestinal adhesions	56081
560.89	Other specified intestinal obstruction	560.4	Other intestinal obstruction	56089
560.9	Unspecified intestinal obstruction	560.4	Other intestinal obstruction	5609
562	Diverticula of intestine	562	Diverticulosis and diverticulitis	562
562.0	Diverticula of small intestine	562	Diverticulosis and diverticulitis	5620
562.00	Diverticulosis of small intestine (without mention of hemorrhage)	562.1	Diverticulosis	56200
562.01	Diverticulitis of small intestine (without mention of hemorrhage)	562.2	Diverticulitis	56201
562.02	Diverticulosis of small intestine with hemorrhage	562.1	Diverticulosis	56202
562.03	Diverticulitis of small intestine with hemorrhage	562.2	Diverticulitis	56203
562.1	Diverticula of colon	562	Diverticulosis and diverticulitis	5621
562.10	Diverticulosis of colon (without mention of hemorrhage)	562.1	Diverticulosis	56210
562.11	Diverticulitis of colon without mention of hemorrhage	562.2	Diverticulitis	56211
562.12	Diverticulosis of colon with hemorrhage	562.1	Diverticulosis	56212
562.13	Diverticulitis of colon with hemorrhage	562.2	Diverticulitis	56213
564	Functional digestive disorders, not elsewhere classified	564	Functional digestive disorders	564
564.0	Constipation	563	Constipation	5640
564.00	Constipation NOS	563	Constipation	56400
564.01	Slow transit constipation	563	Constipation	56401
564.02	Outlet dysfunction constipation	563	Constipation	56402
564.09	Other constipation	563	Constipation	56409
564.1	Irritable bowel syndrome	564.1	Irritable Bowel Syndrome	5641
564.2	Postgastric surgery syndromes	539	Bariatric surgery	5642
564.3	Vomiting following gastrointestinal surgery	569.2	Gastrointestinal complications	5643
564.4	Other postoperative functional disorders	569.2	Gastrointestinal complications	5644
564.5	Functional diarrhea	564	Functional digestive disorders	5645
564.6	Anal spasm	565	Anal and rectal conditions	5646
564.7	Megacolon, other than Hirschsprung's	564	Functional digestive disorders	5647
564.8	Other specified functional disorders of intestine	564	Functional digestive disorders	5648
